% function evaluation | noise-free fitness - Fopt (7.135000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
% function evaluation | noise-free fitness - Fopt (2.468600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.472612135e+01 +6.472612135e+01 +3.115861214e+02 +3.115861214e+02 +2.7378e+00 -2.5667e+00 -8.8986e-01 -1.0232e+00 +3.3252e+00 +1.6756e+00 -4.6868e+00 +3.4810e+00 +4.5061e-01 +9.6778e-01 -2.7453e+00 +2.1298e+00 +3.1619e+00 -3.2662e-01 +4.2636e+00 -1.7040e+00 +1.9585e+00 +6.3364e-01 +8.8922e-01 +1.8705e+00
2 +5.417900271e+01 +5.417900271e+01 +3.010390027e+02 +3.010390027e+02 +2.6647e+00 +1.4730e+00 -1.5385e-01 -1.7445e+00 +1.0165e+00 +1.5850e+00 +2.3273e+00 +2.5684e+00 +1.4961e+00 -4.2825e+00 -4.5585e+00 -2.4983e+00 -1.5266e+00 +1.2523e+00 +2.6303e+00 -1.9954e+00 -1.2425e+00 +4.6258e+00 -3.6353e+00 -3.1373e+00
84 +2.795777140e+01 +2.795777140e+01 +2.748177714e+02 +2.748177714e+02 -2.2517e+00 +3.3617e+00 +1.3716e+00 +1.7167e+00 +3.8117e+00 -4.1736e+00 +2.0801e+00 -3.4580e+00 -2.4490e+00 +5.5350e-01 +4.9797e+00 -1.1097e+00 +2.4708e+00 -5.0922e-01 -8.6606e-01 -3.6558e+00 +3.9541e-02 +4.6796e+00 -4.0773e+00 -4.1122e+00
183 +2.492919148e+01 +2.492919148e+01 +2.717891915e+02 +2.717891915e+02 +1.6477e+00 -4.2280e-01 +1.1309e+00 -1.4364e+00 -1.7660e+00 -8.5365e-01 -2.2543e+00 -2.8342e+00 +2.5350e+00 -1.6994e+00 +3.5778e-01 +3.4718e+00 -2.0645e+00 -4.8496e+00 -4.6719e+00 +3.9006e+00 -3.2845e+00 -8.3098e-01 -1.3795e+00 -6.5499e-01
% function evaluation | noise-free fitness - Fopt (1.392300000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.155313498e+02 +1.155313498e+02 +2.547613498e+02 +2.547613498e+02 +2.3897e+00 +4.8896e+00 -4.6864e+00 -3.2509e+00 +1.8688e-01 -1.8874e+00 +4.5070e+00 -8.3355e-01 +1.3459e-01 +4.1008e+00 -3.3972e+00 +4.8066e+00 +2.2139e+00 +2.8787e+00 +1.1866e+00 -2.5440e+00 +1.0023e+00 +1.4179e+00 +3.3135e+00 -1.1225e+00
2 +8.384642016e+01 +8.384642016e+01 +2.230764202e+02 +2.230764202e+02 -2.0405e+00 -3.9796e+00 +3.7839e+00 +4.2125e-01 +2.0175e+00 -4.4433e+00 +6.3203e-01 -1.2251e+00 +2.8758e+00 -3.4817e+00 -3.5189e+00 +3.5117e+00 -1.5460e+00 -2.8621e+00 -2.7739e+00 +1.6371e+00 -4.4540e+00 +3.3279e+00 -6.5545e-01 +1.5101e+00
8 +4.830136615e+01 +4.830136615e+01 +1.875313662e+02 +1.875313662e+02 -7.8504e-01 -3.6642e+00 -1.0252e+00 +1.4650e-01 -1.8282e+00 -1.9141e+00 -7.1421e-01 +7.5068e-01 +1.3584e+00 -1.8528e+00 +2.0611e+00 +2.9023e+00 -4.5055e+00 +3.6029e+00 -3.0864e+00 +1.8272e+00 -2.1401e-01 -3.2410e-02 +8.4535e-01 -1.0955e+00
111 +3.619525318e+01 +3.619525318e+01 +1.754252532e+02 +1.754252532e+02 -1.6440e+00 +2.4167e+00 +2.6980e+00 +3.7652e+00 -3.6045e+00 +1.7676e+00 -3.4898e+00 -2.3846e+00 -3.7538e-01 -7.4096e-02 -3.2366e+00 +2.0519e+00 -4.4673e+00 +1.2751e+00 -2.8911e-01 +4.5093e+00 -4.1086e+00 +1.1885e+00 -4.1389e+00 +9.0931e-02
% function evaluation | noise-free fitness - Fopt (-1.838000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.891398014e+01 +4.891398014e+01 +3.053398014e+01 +3.053398014e+01 -1.2186e+00 +2.1954e+00 -1.8808e-01 +4.7712e+00 -3.1701e+00 +3.1634e+00 +2.1794e+00 -6.3001e-01 +3.8568e+00 -2.4584e+00 +1.8545e+00 +2.2175e+00 -3.7248e+00 -2.8123e+00 +4.1796e+00 +5.7480e-01 +3.8248e-01 -3.1615e-01 -2.1049e+00 +1.9752e+00
140 +3.635196638e+01 +3.635196638e+01 +1.797196638e+01 +1.797196638e+01 +1.9506e+00 +2.0912e+00 +3.3067e+00 +7.7528e-01 +4.1532e+00 -2.9948e+00 +1.0841e+00 +2.6589e+00 -3.2881e+00 -1.9810e-01 -2.7702e+00 +9.1715e-01 +2.3644e+00 +2.8653e+00 -3.0048e+00 -1.4709e+00 -4.3266e+00 +1.8490e+00 +4.5452e+00 +1.7432e+00
% function evaluation | noise-free fitness - Fopt (-3.928400000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.575892911e+01 +8.575892911e+01 -3.070810709e+02 -3.070810709e+02 +3.1253e-02 +4.0907e+00 +4.4930e-01 +4.2081e+00 +1.3084e+00 +3.1006e-02 +1.5166e+00 +3.7783e+00 +1.1079e+00 +2.3556e+00 -1.7678e+00 -2.0486e+00 +4.5126e+00 +2.3596e+00 +1.6066e+00 -2.7605e-01 +1.5128e+00 +4.5772e+00 -4.8177e+00 +3.4010e+00
5 +4.699650230e+01 +4.699650230e+01 -3.458434977e+02 -3.458434977e+02 +9.0953e-01 +2.0177e+00 +3.6731e+00 -3.6394e+00 -2.2444e+00 +2.6401e+00 -3.8174e+00 -4.9070e-01 +5.5670e-02 +6.5920e-01 +5.1819e-02 +8.3891e-01 -1.6823e+00 -4.3003e+00 -1.9798e+00 -1.0344e+00 +4.8000e+00 -4.3602e+00 -4.8590e+00 +1.5901e-01
360 +3.752062326e+01 +3.752062326e+01 -3.553193767e+02 -3.553193767e+02 +2.4636e+00 -4.5033e+00 -1.8726e+00 +8.4656e-01 -4.9138e+00 -2.5382e+00 -2.4487e+00 -2.1156e+00 +1.3905e+00 -1.2633e+00 +7.2923e-01 -4.2585e+00 +9.7128e-01 -4.4624e+00 +3.2647e+00 +1.2799e+00 +1.9251e+00 -2.8409e-01 +3.5291e+00 +1.1945e+00
% function evaluation | noise-free fitness - Fopt (2.292200000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.705701100e+01 +6.705701100e+01 +2.962770110e+02 +2.962770110e+02 +3.8668e+00 -4.9780e+00 +5.2236e-02 +3.8835e+00 +4.8371e+00 -3.5382e-01 +8.4690e-01 -3.7005e-01 -3.5155e+00 -6.1957e-01 -4.0738e+00 -4.5280e+00 -3.1029e-01 +4.9955e+00 -4.9931e+00 -1.7569e+00 +6.7552e-01 +4.6953e-01 -1.5022e-01 +1.2989e+00
2 +5.798902858e+01 +5.798902858e+01 +2.872090286e+02 +2.872090286e+02 +1.6877e+00 -2.1175e+00 +4.7172e+00 -2.2186e+00 +1.1676e+00 +2.7830e+00 +4.4729e+00 -8.2392e-01 -2.2450e+00 -1.8320e+00 +6.5061e-01 +3.0822e+00 +1.1924e+00 +1.7554e+00 +4.4570e+00 +1.0363e+00 +2.4027e-01 +1.1692e+00 +4.4927e+00 -2.1034e+00
84 +3.758438367e+01 +3.758438367e+01 +2.668043837e+02 +2.668043837e+02 -4.6071e+00 -2.2322e+00 -3.0586e-01 +5.3609e-01 +3.2092e+00 +1.7296e+00 -2.6647e+00 -4.7902e+00 -4.4908e+00 +3.6928e+00 -1.6689e+00 -4.3504e+00 -2.8775e+00 -7.5289e-01 -1.4572e+00 +1.0780e+00 +3.3311e+00 +3.9452e+00 -2.2309e+00 +1.2867e+00
% function evaluation | noise-free fitness - Fopt (-2.444600000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.115610243e+01 +9.115610243e+01 -1.533038976e+02 -1.533038976e+02 -9.5185e-01 +4.5947e+00 +8.1407e-01 +2.4360e-01 -8.6450e-01 -1.3674e+00 +3.0849e+00 +2.5960e+00 +3.0457e+00 +3.0099e-01 +1.9937e+00 +5.7854e-01 +3.6495e+00 -1.0393e-01 -7.9053e-01 -2.4723e+00 -4.5276e-01 -4.9212e+00 -9.9538e-01 -2.1933e+00
4 +6.262436538e+01 +6.262436538e+01 -1.818356346e+02 -1.818356346e+02 -3.6445e+00 +3.3111e+00 +3.9613e+00 +4.5170e+00 +2.2464e+00 -1.6852e-01 -4.8203e+00 +3.1481e+00 +3.8232e+00 +2.5231e+00 +2.5388e+00 -2.0546e+00 +3.7400e+00 -6.3957e-01 -4.7286e+00 +2.4530e+00 -2.4404e+00 +6.4106e-01 -2.8926e+00 +2.1322e+00
106 +3.618056833e+01 +3.618056833e+01 -2.082794317e+02 -2.082794317e+02 +1.2376e+00 +1.2733e+00 -4.8134e+00 +4.7897e+00 -3.4823e+00 -1.7051e+00 -2.4662e+00 +1.4422e+00 -2.9567e+00 +2.9259e+00 -3.4676e+00 +2.2344e+00 -6.8262e-01 -9.7201e-01 +5.9706e-01 +2.2248e+00 -3.5880e+00 -7.5370e-01 +2.3592e+00 -3.9428e+00
